"","name","dict"
"actuallyadditions:block_fluid_placer:0","actuallyadditions:block_fluid_placer:0",""
"actuallyadditions:block_furnace_double:0","actuallyadditions:block_furnace_double:0",""
"actuallyadditions:block_furnace_solar:0","actuallyadditions:block_furnace_solar:0",""
"actuallyadditions:block_giant_chest:0","actuallyadditions:block_giant_chest:0",""
"actuallyadditions:block_giant_chest_large:0","actuallyadditions:block_giant_chest_large:0",""
"actuallyadditions:block_giant_chest_medium:0","actuallyadditions:block_giant_chest_medium:0",""
"actuallyadditions:block_greenhouse_glass:0","actuallyadditions:block_greenhouse_glass:0",""
"actuallyadditions:block_grinder:0","actuallyadditions:block_grinder:0",""
"actuallyadditions:block_grinder_double:0","actuallyadditions:block_grinder_double:0",""
"actuallyadditions:block_heat_collector:0","actuallyadditions:block_heat_collector:0",""
"actuallyadditions:block_inputter:0","actuallyadditions:block_inputter:0",""
"actuallyadditions:block_inputter_advanced:0","actuallyadditions:block_inputter_advanced:0",""
"actuallyadditions:block_item_repairer:0","actuallyadditions:block_item_repairer:0",""
"actuallyadditions:block_item_viewer:0","actuallyadditions:block_item_viewer:0",""
"actuallyadditions:block_item_viewer_hopping:0","actuallyadditions:block_item_viewer_hopping:0",""
"actuallyadditions:block_lamp_powerer:0","actuallyadditions:block_lamp_powerer:0",""
"actuallyadditions:block_laser_relay:0","actuallyadditions:block_laser_relay:0",""
"actuallyadditions:block_laser_relay_advanced:0","actuallyadditions:block_laser_relay_advanced:0",""
"actuallyadditions:block_laser_relay_extreme:0","actuallyadditions:block_laser_relay_extreme:0",""
"actuallyadditions:block_laser_relay_fluids:0","actuallyadditions:block_laser_relay_fluids:0",""
"actuallyadditions:block_laser_relay_item:0","actuallyadditions:block_laser_relay_item:0",""
"actuallyadditions:block_laser_relay_item_whitelist:0","actuallyadditions:block_laser_relay_item_whitelist:0",""
"actuallyadditions:block_lava_factory_controller:0","actuallyadditions:block_lava_factory_controller:0",""
"actuallyadditions:block_leaf_generator:0","actuallyadditions:block_leaf_generator:0",""
"actuallyadditions:block_miner:0","actuallyadditions:block_miner:0",""
"actuallyadditions:block_misc:0","actuallyadditions:block_misc:0",""
"actuallyadditions:block_misc:1","actuallyadditions:block_misc:1",""
"actuallyadditions:block_misc:2","actuallyadditions:block_misc:2","blockQuartzBlack"
"actuallyadditions:block_misc:3","actuallyadditions:block_misc:3","oreQuartzBlack"
"actuallyadditions:block_misc:4","actuallyadditions:block_misc:4",""
"actuallyadditions:block_misc:5","actuallyadditions:block_misc:5","blockCharcoal"
"actuallyadditions:block_misc:6","actuallyadditions:block_misc:6",""
"actuallyadditions:block_misc:7","actuallyadditions:block_misc:7",""
"actuallyadditions:block_misc:8","actuallyadditions:block_misc:8",""
"actuallyadditions:block_misc:9","actuallyadditions:block_misc:9",""
"actuallyadditions:block_oil_generator:0","actuallyadditions:block_oil_generator:0",""
"actuallyadditions:block_phantom_booster:0","actuallyadditions:block_phantom_booster:0",""
"actuallyadditions:block_phantom_breaker:0","actuallyadditions:block_phantom_breaker:0",""
"actuallyadditions:block_phantom_energyface:0","actuallyadditions:block_phantom_energyface:0",""
"actuallyadditions:block_phantom_liquiface:0","actuallyadditions:block_phantom_liquiface:0",""
"actuallyadditions:block_phantom_placer:0","actuallyadditions:block_phantom_placer:0",""
"actuallyadditions:block_phantom_redstoneface:0","actuallyadditions:block_phantom_redstoneface:0",""
"actuallyadditions:block_phantomface:0","actuallyadditions:block_phantomface:0",""
"actuallyadditions:block_pillar_quartz_slab:0","actuallyadditions:block_pillar_quartz_slab:0",""
"actuallyadditions:block_pillar_quartz_stair:0","actuallyadditions:block_pillar_quartz_stair:0",""
"actuallyadditions:block_pillar_quartz_wall:0","actuallyadditions:block_pillar_quartz_wall:0",""
"actuallyadditions:block_placer:0","actuallyadditions:block_placer:0",""
"actuallyadditions:block_player_interface:0","actuallyadditions:block_player_interface:0",""
"actuallyadditions:block_quartz_slab:0","actuallyadditions:block_quartz_slab:0",""
"actuallyadditions:block_quartz_stair:0","actuallyadditions:block_quartz_stair:0",""
"actuallyadditions:block_quartz_wall:0","actuallyadditions:block_quartz_wall:0",""
"actuallyadditions:block_ranged_collector:0","actuallyadditions:block_ranged_collector:0",""
"actuallyadditions:block_refined_canola_oil:0","actuallyadditions:block_refined_canola_oil:0",""
"actuallyadditions:block_rice:0","actuallyadditions:block_rice:0",""
"actuallyadditions:block_shock_suppressor:0","actuallyadditions:block_shock_suppressor:0",""
"actuallyadditions:block_smiley_cloud:0","actuallyadditions:block_smiley_cloud:0",""
"actuallyadditions:block_testifi_bucks_green_fence:0","actuallyadditions:block_testifi_bucks_green_fence:0",""
"actuallyadditions:block_testifi_bucks_green_slab:0","actuallyadditions:block_testifi_bucks_green_slab:0",""
"actuallyadditions:block_testifi_bucks_green_stairs:0","actuallyadditions:block_testifi_bucks_green_stairs:0",""
"actuallyadditions:block_testifi_bucks_green_wall:0","actuallyadditions:block_testifi_bucks_green_wall:0",""
"actuallyadditions:block_testifi_bucks_white_fence:0","actuallyadditions:block_testifi_bucks_white_fence:0",""
"actuallyadditions:block_testifi_bucks_white_slab:0","actuallyadditions:block_testifi_bucks_white_slab:0",""
"actuallyadditions:block_testifi_bucks_white_stairs:0","actuallyadditions:block_testifi_bucks_white_stairs:0",""
"actuallyadditions:block_testifi_bucks_white_wall:0","actuallyadditions:block_testifi_bucks_white_wall:0",""
"actuallyadditions:block_tiny_torch:0","actuallyadditions:block_tiny_torch:0",""
"actuallyadditions:block_treasure_chest:0","actuallyadditions:block_treasure_chest:0",""
"actuallyadditions:block_wild:0","actuallyadditions:block_wild:0",""
"actuallyadditions:block_xp_solidifier:0","actuallyadditions:block_xp_solidifier:0",""
"actuallyadditions:item_bag:0","actuallyadditions:item_bag:0",""
"actuallyadditions:item_battery:0","Missing[]","Missing[]"
"actuallyadditions:item_battery_double:0","Missing[]","Missing[]"
"actuallyadditions:item_battery_quadruple:0","betterbuilderswands:wandunbreakable:14",""
"actuallyadditions:item_battery_quintuple:0","Missing[]","Missing[]"
"actuallyadditions:item_battery_triple:0","Missing[]","Missing[]"
"actuallyadditions:item_booklet:0","actuallyadditions:item_booklet:0",""
"actuallyadditions:item_canola_seed:0","actuallyadditions:item_canola_seed:0","seedCanola"
"actuallyadditions:item_chest_to_crate_upgrade:0","actuallyadditions:item_chest_to_crate_upgrade:0",""
"actuallyadditions:item_coffee:0","actuallyadditions:item_coffee:0",""
"actuallyadditions:item_coffee_beans:0","actuallyadditions:item_coffee_beans:0","cropCoffee"
"actuallyadditions:item_coffee_seed:0","actuallyadditions:item_coffee_seed:0","seedCoffee"
"actuallyadditions:item_color_lens:0","actuallyadditions:item_color_lens:0",""
"actuallyadditions:item_crafter_on_a_stick:0","actuallyadditions:item_crafter_on_a_stick:0",""
"actuallyadditions:item_crate_keeper:0","actuallyadditions:item_crate_keeper:0",""
"actuallyadditions:item_crystal:0","actuallyadditions:item_crystal:0",""
"actuallyadditions:item_crystal:1","actuallyadditions:item_crystal:1",""
"actuallyadditions:item_crystal:2","actuallyadditions:item_crystal:2",""
"actuallyadditions:item_crystal:3","actuallyadditions:item_crystal:3",""
"actuallyadditions:item_crystal:4","actuallyadditions:item_crystal:4",""
"actuallyadditions:item_crystal:5","actuallyadditions:item_crystal:5",""
"actuallyadditions:item_crystal_empowered:0","actuallyadditions:item_crystal_empowered:0",""
"actuallyadditions:item_crystal_empowered:1","actuallyadditions:item_crystal_empowered:1",""
"actuallyadditions:item_crystal_empowered:2","actuallyadditions:item_crystal_empowered:2",""
"actuallyadditions:item_crystal_empowered:3","actuallyadditions:item_crystal_empowered:3",""
"actuallyadditions:item_crystal_empowered:4","actuallyadditions:item_crystal_empowered:4",""
"actuallyadditions:item_crystal_empowered:5","actuallyadditions:item_crystal_empowered:5",""
"actuallyadditions:item_crystal_shard:0","actuallyadditions:item_crystal_shard:0",""
"actuallyadditions:item_crystal_shard:1","actuallyadditions:item_crystal_shard:1",""
"actuallyadditions:item_crystal_shard:2","actuallyadditions:item_crystal_shard:2",""
"actuallyadditions:item_crystal_shard:3","actuallyadditions:item_crystal_shard:3",""
"actuallyadditions:item_crystal_shard:4","actuallyadditions:item_crystal_shard:4",""
"actuallyadditions:item_crystal_shard:5","actuallyadditions:item_crystal_shard:5",""
"actuallyadditions:item_damage_lens:0","actuallyadditions:item_damage_lens:0",""
"actuallyadditions:item_disenchanting_lens:0","actuallyadditions:item_disenchanting_lens:0",""
"actuallyadditions:item_drill:0","chisel:andesite:2","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:1","chisel:andesite:4","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:2","chisel:andesite:6","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:3","chisel:andesite:8","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:4","chisel:andesite:10","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:5","chisel:andesite:12","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:6","chisel:andesite:14","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:7","chisel:andesite1:0","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:8","chisel:andesite1:2","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:9","chisel:andesite1:4","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:10","chisel:andesite1:6","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:11","chisel:andesite1:8","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:12","chisel:andesite1:10","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:13","chisel:andesite1:12","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:14","chisel:andesite1:14","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill:15","chisel:andesite2:0","stoneAndesite,stoneAndesitePolished"
"actuallyadditions:item_drill_upgrade_block_placing:0","actuallyadditions:item_drill_upgrade_block_placing:0",""
"actuallyadditions:item_drill_upgrade_five_by_five:0","actuallyadditions:item_drill_upgrade_five_by_five:0",""
"actuallyadditions:item_drill_upgrade_fortune:0","actuallyadditions:item_drill_upgrade_fortune:0",""
"actuallyadditions:item_drill_upgrade_fortune_ii:0","actuallyadditions:item_drill_upgrade_fortune_ii:0",""
"actuallyadditions:item_drill_upgrade_silk_touch:0","actuallyadditions:item_drill_upgrade_silk_touch:0",""
"actuallyadditions:item_drill_upgrade_speed:0","actuallyadditions:item_drill_upgrade_speed:0",""
"actuallyadditions:item_drill_upgrade_speed_ii:0","actuallyadditions:item_drill_upgrade_speed_ii:0",""
"actuallyadditions:item_drill_upgrade_speed_iii:0","actuallyadditions:item_drill_upgrade_speed_iii:0",""
"actuallyadditions:item_drill_upgrade_three_by_three:0","actuallyadditions:item_drill_upgrade_three_by_three:0",""
"actuallyadditions:item_dust:0","actuallyadditions:item_dust:0","dustIron"
"actuallyadditions:item_dust:1","actuallyadditions:item_dust:1","dustGold"
"actuallyadditions:item_dust:2","actuallyadditions:item_dust:2","dustDiamond"
"actuallyadditions:item_dust:3","actuallyadditions:item_dust:3","dustEmerald"
"actuallyadditions:item_dust:4","actuallyadditions:item_dust:4","dustLapis"
"actuallyadditions:item_dust:5","actuallyadditions:item_dust:5","dustNetherQuartz,dustQuartz"
"actuallyadditions:item_dust:6","actuallyadditions:item_dust:6","dustCoal"
"actuallyadditions:item_dust:7","actuallyadditions:item_dust:7","dustQuartzBlack"
"actuallyadditions:item_explosion_lens:0","actuallyadditions:item_explosion_lens:0",""
"actuallyadditions:item_fertilizer:0","actuallyadditions:item_fertilizer:0",""
"actuallyadditions:item_filling_wand:0","chisel:basalt:3","stoneBasalt,stoneBasaltPolished"
"actuallyadditions:item_filter:0","actuallyadditions:item_filter:0",""
"actuallyadditions:item_flax_seed:0","actuallyadditions:item_flax_seed:0","seedFlax"
"actuallyadditions:item_food:0","actuallyadditions:item_food:0",""
"actuallyadditions:item_food:1","actuallyadditions:item_food:1",""
"actuallyadditions:item_food:2","actuallyadditions:item_food:2",""
"actuallyadditions:item_food:3","actuallyadditions:item_food:3",""
"actuallyadditions:item_food:4","actuallyadditions:item_food:4",""
"actuallyadditions:item_food:5","actuallyadditions:item_food:5",""
"actuallyadditions:item_food:6","actuallyadditions:item_food:6",""
"actuallyadditions:item_food:7","actuallyadditions:item_food:7",""
"actuallyadditions:item_food:8","actuallyadditions:item_food:8",""
"actuallyadditions:item_food:9","actuallyadditions:item_food:9",""
"actuallyadditions:item_food:10","actuallyadditions:item_food:10",""
"actuallyadditions:item_food:11","actuallyadditions:item_food:11",""
"actuallyadditions:item_food:12","actuallyadditions:item_food:12",""
"actuallyadditions:item_food:13","actuallyadditions:item_food:13",""
"actuallyadditions:item_food:14","actuallyadditions:item_food:14",""
"actuallyadditions:item_food:15","actuallyadditions:item_food:15",""
"actuallyadditions:item_food:16","actuallyadditions:item_food:16","cropRice"
"actuallyadditions:item_food:17","actuallyadditions:item_food:17",""
"actuallyadditions:item_food:18","actuallyadditions:item_food:18",""
"actuallyadditions:item_food:19","actuallyadditions:item_food:19",""
"actuallyadditions:item_food:20","actuallyadditions:item_food:20",""
"actuallyadditions:item_growth_ring:0","chisel:basalt2:2","stoneBasalt,stoneBasaltPolished"
"actuallyadditions:item_hairy_ball:0","actuallyadditions:item_hairy_ball:0",""
"actuallyadditions:item_jam:0","actuallyadditions:item_jam:0",""
"actuallyadditions:item_jam:1","actuallyadditions:item_jam:1",""
"actuallyadditions:item_jam:2","actuallyadditions:item_jam:2",""
"actuallyadditions:item_jam:3","actuallyadditions:item_jam:3",""
"actuallyadditions:item_jam:4","actuallyadditions:item_jam:4",""
"actuallyadditions:item_jam:5","actuallyadditions:item_jam:5",""
"actuallyadditions:item_jam:6","actuallyadditions:item_jam:6",""
"actuallyadditions:item_knife:0","actuallyadditions:item_knife:0",""
"actuallyadditions:item_laser_upgrade_invisibility:0","actuallyadditions:item_laser_upgrade_invisibility:0",""
"actuallyadditions:item_laser_upgrade_range:0","actuallyadditions:item_laser_upgrade_range:0",""
"actuallyadditions:item_laser_wrench:0","actuallyadditions:item_laser_wrench:0",""
"actuallyadditions:item_leaf_blower:0","actuallyadditions:item_leaf_blower:0",""
"actuallyadditions:item_leaf_blower_advanced:0","actuallyadditions:item_leaf_blower_advanced:0",""
"actuallyadditions:item_medium_to_large_crate_upgrade:0","actuallyadditions:item_medium_to_large_crate_upgrade:0",""
"actuallyadditions:item_mining_lens:0","actuallyadditions:item_mining_lens:0",""
"actuallyadditions:item_misc:0","actuallyadditions:item_misc:0",""
"actuallyadditions:item_misc:1","actuallyadditions:item_misc:1",""
"actuallyadditions:item_misc:2","actuallyadditions:item_misc:2",""
"actuallyadditions:item_misc:3","actuallyadditions:item_misc:3",""
"actuallyadditions:item_misc:4","actuallyadditions:item_misc:4",""
"actuallyadditions:item_misc:5","actuallyadditions:item_misc:5","gemQuartzBlack"
"actuallyadditions:item_misc:6","actuallyadditions:item_misc:6",""
"actuallyadditions:item_misc:7","actuallyadditions:item_misc:7",""
