"","Name","Ore Dict","Display name"
"appliedenergistics2:wireless_fluid_terminal","appliedenergistics2:wireless_fluid_terminal:0","","Wireless Fluid Terminal"
"appliedenergistics2:wireless_pattern_terminal","appliedenergistics2:wireless_pattern_terminal:0","","Wireless Pattern Terminal"
"appliedenergistics2:wireless_terminal","appliedenergistics2:wireless_terminal:0","","Wireless Terminal"
"actuallyadditions:block_atomic_reconstructor","actuallyadditions:block_atomic_reconstructor:0","","Atomic Reconstructor"
"actuallyadditions:block_battery_box","actuallyadditions:block_battery_box:0","","Battery Box"
"actuallyadditions:block_bio_reactor","actuallyadditions:block_bio_reactor:0","","Bio Reactor"
"actuallyadditions:block_black_lotus","actuallyadditions:block_black_lotus:0","","Black Lotus"
"actuallyadditions:block_breaker","actuallyadditions:block_breaker:0","","Auto-Breaker"
"actuallyadditions:block_canola","actuallyadditions:block_canola:0","","Canola Plant"
"actuallyadditions:block_canola_oil","actuallyadditions:block_canola_oil:0","","Canola Oil"
"actuallyadditions:block_canola_press","actuallyadditions:block_canola_press:0","","Canola Press"
"actuallyadditions:block_chiseled_quartz_slab","actuallyadditions:block_chiseled_quartz_slab:0","","Chiseled Black Quartz Slab"
"actuallyadditions:block_chiseled_quartz_stair","actuallyadditions:block_chiseled_quartz_stair:0","","Chiseled Black Quartz Stairs"
"actuallyadditions:block_chiseled_quartz_wall","actuallyadditions:block_chiseled_quartz_wall:0","","Chiseled Black Quartz Wall"
"actuallyadditions:block_coal_generator","actuallyadditions:block_coal_generator:0","","Coal Generator"
"actuallyadditions:block_coffee","actuallyadditions:block_coffee:0","","Coffee Plant"
"actuallyadditions:block_coffee_machine","actuallyadditions:block_coffee_machine:0","","Coffee Maker"
"actuallyadditions:block_colored_lamp","actuallyadditions:block_colored_lamp:0","","White Lamp"
"actuallyadditions:block_colored_lamp:1","actuallyadditions:block_colored_lamp:1","","Orange Lamp"
"actuallyadditions:block_colored_lamp:2","actuallyadditions:block_colored_lamp:2","","Magenta Lamp"
"actuallyadditions:block_colored_lamp:3","actuallyadditions:block_colored_lamp:3","","Light Blue Lamp"
"actuallyadditions:block_colored_lamp:4","actuallyadditions:block_colored_lamp:4","","Yellow Lamp"
"actuallyadditions:block_colored_lamp:5","actuallyadditions:block_colored_lamp:5","","Lime Lamp"
"actuallyadditions:block_colored_lamp:6","actuallyadditions:block_colored_lamp:6","","Pink Lamp"
"actuallyadditions:block_colored_lamp:7","actuallyadditions:block_colored_lamp:7","","Gray Lamp"
"actuallyadditions:block_colored_lamp:8","actuallyadditions:block_colored_lamp:8","","Light Gray Lamp"
"actuallyadditions:block_colored_lamp:9","actuallyadditions:block_colored_lamp:9","","Cyan Lamp"
"actuallyadditions:block_colored_lamp:10","actuallyadditions:block_colored_lamp:10","","Purple Lamp"
"actuallyadditions:block_colored_lamp:11","actuallyadditions:block_colored_lamp:11","","Blue Lamp"
"actuallyadditions:block_colored_lamp:12","actuallyadditions:block_colored_lamp:12","","Brown Lamp"
"actuallyadditions:block_colored_lamp:13","actuallyadditions:block_colored_lamp:13","","Green Lamp"
"actuallyadditions:block_colored_lamp:14","actuallyadditions:block_colored_lamp:14","","Red Lamp"
"actuallyadditions:block_colored_lamp:15","actuallyadditions:block_colored_lamp:15","","Black Lamp"
"actuallyadditions:block_colored_lamp_on:0","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:1","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:2","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:3","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:4","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:5","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:6","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:7","astralsorcery:blockobservatory:0","","Observatory"
"actuallyadditions:block_colored_lamp_on:8","astralsorcery:blockportalnode:0","",""
"actuallyadditions:block_colored_lamp_on:9","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:10","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:11","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:12","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:13","astralsorcery:blockstructural:0","","Telescope"
"actuallyadditions:block_colored_lamp_on:14","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_colored_lamp_on:15","Missing[]","Missing[]","Missing[]"
"actuallyadditions:block_compost","actuallyadditions:block_compost:0","","Compost"
"actuallyadditions:block_crystal","actuallyadditions:block_crystal:0","","Restonia Crystal Block"
"actuallyadditions:block_crystal:1","actuallyadditions:block_crystal:1","","Palis Crystal Block"
"actuallyadditions:block_crystal:2","actuallyadditions:block_crystal:2","","Diamatine Crystal Block"
"actuallyadditions:block_crystal:3","actuallyadditions:block_crystal:3","","Void Crystal Block"
"actuallyadditions:block_crystal:4","actuallyadditions:block_crystal:4","","Emeradic Crystal Block"
"actuallyadditions:block_crystal:5","actuallyadditions:block_crystal:5","","Enori Crystal Block"
"actuallyadditions:block_crystal_cluster_coal","actuallyadditions:block_crystal_cluster_coal:0","","Black Crystal Cluster"
"actuallyadditions:block_crystal_cluster_diamond","actuallyadditions:block_crystal_cluster_diamond:0","","Light Blue Crystal Cluster"
"actuallyadditions:block_crystal_cluster_emerald","actuallyadditions:block_crystal_cluster_emerald:0","","Green Crystal Cluster"
"actuallyadditions:block_crystal_cluster_iron","actuallyadditions:block_crystal_cluster_iron:0","","White Crystal Cluster"
"actuallyadditions:block_crystal_cluster_lapis","actuallyadditions:block_crystal_cluster_lapis:0","","Blue Crystal Cluster"
"actuallyadditions:block_crystal_cluster_redstone","actuallyadditions:block_crystal_cluster_redstone:0","","Red Crystal Cluster"
"actuallyadditions:block_crystal_empowered","actuallyadditions:block_crystal_empowered:0","","Empowered Restonia Crystal Block"
"actuallyadditions:block_crystal_empowered:1","actuallyadditions:block_crystal_empowered:1","","Empowered Palis Crystal Block"
"actuallyadditions:block_crystal_empowered:2","actuallyadditions:block_crystal_empowered:2","","Empowered Diamatine Crystal Block"
"actuallyadditions:block_crystal_empowered:3","actuallyadditions:block_crystal_empowered:3","","Empowered Void Crystal Block"
"actuallyadditions:block_crystal_empowered:4","actuallyadditions:block_crystal_empowered:4","","Empowered Emeradic Crystal Block"
"actuallyadditions:block_crystal_empowered:5","actuallyadditions:block_crystal_empowered:5","","Empowered Enori Crystal Block"
"actuallyadditions:block_crystal_oil","actuallyadditions:block_crystal_oil:0","","Crystallized Oil"
"actuallyadditions:block_directional_breaker","actuallyadditions:block_directional_breaker:0","","Long-Range Breaker"
"actuallyadditions:block_display_stand","actuallyadditions:block_display_stand:0","","Display Stand"
"actuallyadditions:block_dropper","actuallyadditions:block_dropper:0","","Automatic Precision Dropper"
"actuallyadditions:block_empowered_oil","actuallyadditions:block_empowered_oil:0","","Empowered Oil"
"actuallyadditions:block_empowerer","actuallyadditions:block_empowerer:0","","Empowerer"
"actuallyadditions:block_energizer","actuallyadditions:block_energizer:0","","Energizer"
"actuallyadditions:block_enervator","actuallyadditions:block_enervator:0","","Enervator"
"actuallyadditions:block_farmer","actuallyadditions:block_farmer:0","","Farmer"
"actuallyadditions:block_feeder","actuallyadditions:block_feeder:0","","Automatic Feeder"
"actuallyadditions:block_fermenting_barrel","actuallyadditions:block_fermenting_barrel:0","","Fermenting Barrel"
"actuallyadditions:block_firework_box","actuallyadditions:block_firework_box:0","","Firework Box"
"actuallyadditions:block_fishing_net","actuallyadditions:block_fishing_net:0","","Fishing Net"
"actuallyadditions:block_flax","actuallyadditions:block_flax:0","","Flax Plant"
"actuallyadditions:block_fluid_collector","actuallyadditions:block_fluid_collector:0","","Fluid Collector"
"actuallyadditions:block_fluid_placer","actuallyadditions:block_fluid_placer:0","","Fluid Placer"
"actuallyadditions:block_furnace_double","actuallyadditions:block_furnace_double:0","","Powered Furnace"
"actuallyadditions:block_furnace_solar","actuallyadditions:block_furnace_solar:0","","Solar Panel"
"actuallyadditions:block_giant_chest","actuallyadditions:block_giant_chest:0","","Small Storage Crate"
"actuallyadditions:block_giant_chest_large","actuallyadditions:block_giant_chest_large:0","","Large Storage Crate"
"actuallyadditions:block_giant_chest_medium","actuallyadditions:block_giant_chest_medium:0","","Medium Storage Crate"
"actuallyadditions:block_greenhouse_glass","actuallyadditions:block_greenhouse_glass:0","","Greenhouse Glass"
"actuallyadditions:block_grinder","actuallyadditions:block_grinder:0","","Crusher"
"actuallyadditions:block_grinder_double","actuallyadditions:block_grinder_double:0","","Double Crusher"
"actuallyadditions:block_heat_collector","actuallyadditions:block_heat_collector:0","","Heat Collector"
"actuallyadditions:block_inputter","actuallyadditions:block_inputter:0","","ESD"
"actuallyadditions:block_inputter_advanced","actuallyadditions:block_inputter_advanced:0","","Advanced ESD"
"actuallyadditions:block_item_repairer","actuallyadditions:block_item_repairer:0","","Item Repairer"
"actuallyadditions:block_item_viewer","actuallyadditions:block_item_viewer:0","","Item Interface"
"actuallyadditions:block_item_viewer_hopping","actuallyadditions:block_item_viewer_hopping:0","","Hopping Item Interface"
"actuallyadditions:block_lamp_powerer","actuallyadditions:block_lamp_powerer:0","","Lamp Controller"
"actuallyadditions:block_laser_relay","actuallyadditions:block_laser_relay:0","","Energy Laser Relay"
"actuallyadditions:block_laser_relay_advanced","actuallyadditions:block_laser_relay_advanced:0","","Advanced Energy Laser Relay"
"actuallyadditions:block_laser_relay_extreme","actuallyadditions:block_laser_relay_extreme:0","","Extreme Energy Laser Relay"
"actuallyadditions:block_laser_relay_fluids","actuallyadditions:block_laser_relay_fluids:0","","Fluid Laser Relay"
"actuallyadditions:block_laser_relay_item","actuallyadditions:block_laser_relay_item:0","","Item Laser Relay"
"actuallyadditions:block_laser_relay_item_whitelist","actuallyadditions:block_laser_relay_item_whitelist:0","","Advanced Item Laser Relay"
"actuallyadditions:block_lava_factory_controller","actuallyadditions:block_lava_factory_controller:0","","Lava Factory Controller"
"actuallyadditions:block_leaf_generator","actuallyadditions:block_leaf_generator:0","","Leaf-Eating Generator"
"actuallyadditions:block_miner","actuallyadditions:block_miner:0","","Vertical Digger"
"actuallyadditions:block_misc","actuallyadditions:block_misc:0","","Pillar of Black Quartz"
"actuallyadditions:block_misc:1","actuallyadditions:block_misc:1","","Chiseled Block of Black Quartz"
"actuallyadditions:block_misc:2","actuallyadditions:block_misc:2","blockQuartzBlack","Block of Black Quartz"
"actuallyadditions:block_misc:3","actuallyadditions:block_misc:3","oreQuartzBlack","Black Quartz Ore"
"actuallyadditions:block_misc:4","actuallyadditions:block_misc:4","","Wood Casing"
"actuallyadditions:block_misc:5","actuallyadditions:block_misc:5","blockCharcoal","Block of Charcoal"
"actuallyadditions:block_misc:6","actuallyadditions:block_misc:6","","Block of Enderpearl"
"actuallyadditions:block_misc:7","actuallyadditions:block_misc:7","","Casing"
"actuallyadditions:block_misc:8","actuallyadditions:block_misc:8","","Ender Casing"
"actuallyadditions:block_misc:9","actuallyadditions:block_misc:9","","Iron Casing"
"actuallyadditions:block_oil_generator","actuallyadditions:block_oil_generator:0","","Oil Generator"
"actuallyadditions:block_phantom_booster","actuallyadditions:block_phantom_booster:0","","Phantom Booster"
"actuallyadditions:block_phantom_breaker","actuallyadditions:block_phantom_breaker:0","","Phantom Breaker"
"actuallyadditions:block_phantom_energyface","actuallyadditions:block_phantom_energyface:0","","Phantom Energyface"
"actuallyadditions:block_phantom_liquiface","actuallyadditions:block_phantom_liquiface:0","","Phantom Liquiface"
"actuallyadditions:block_phantom_placer","actuallyadditions:block_phantom_placer:0","","Phantom Placer"
"actuallyadditions:block_phantom_redstoneface","actuallyadditions:block_phantom_redstoneface:0","","Phantom Redstoneface"
"actuallyadditions:block_phantomface","actuallyadditions:block_phantomface:0","","Phantomface"
"actuallyadditions:block_pillar_quartz_slab","actuallyadditions:block_pillar_quartz_slab:0","","Black Quartz Pillar Slab"
"actuallyadditions:block_pillar_quartz_stair","actuallyadditions:block_pillar_quartz_stair:0","","Black Quartz Pillar Stairs"
"actuallyadditions:block_pillar_quartz_wall","actuallyadditions:block_pillar_quartz_wall:0","","Black Quartz Pillar Wall"
"actuallyadditions:block_placer","actuallyadditions:block_placer:0","","Auto-Placer"
"actuallyadditions:block_player_interface","actuallyadditions:block_player_interface:0","","Player Interface"
"actuallyadditions:block_quartz_slab","actuallyadditions:block_quartz_slab:0","","Black Quartz Slab"
"actuallyadditions:block_quartz_stair","actuallyadditions:block_quartz_stair:0","","Black Quartz Stairs"
"actuallyadditions:block_quartz_wall","actuallyadditions:block_quartz_wall:0","","Black Quartz Wall"
"actuallyadditions:block_ranged_collector","actuallyadditions:block_ranged_collector:0","","Ranged Collector"
"actuallyadditions:block_refined_canola_oil","actuallyadditions:block_refined_canola_oil:0","","Refined Canola Oil"
"actuallyadditions:block_rice","actuallyadditions:block_rice:0","","Rice Plant"
"actuallyadditions:block_shock_suppressor","actuallyadditions:block_shock_suppressor:0","","Shock Absorber"
"actuallyadditions:block_smiley_cloud","actuallyadditions:block_smiley_cloud:0","","Smiley Cloud"
"actuallyadditions:block_testifi_bucks_green_fence","actuallyadditions:block_testifi_bucks_green_fence:0","","Ethetic Green Wall"
"actuallyadditions:block_testifi_bucks_green_slab","actuallyadditions:block_testifi_bucks_green_slab:0","","Ethetic Green Slab"
"actuallyadditions:block_testifi_bucks_green_stairs","actuallyadditions:block_testifi_bucks_green_stairs:0","","Ethetic Green Stairs"
"actuallyadditions:block_testifi_bucks_green_wall","actuallyadditions:block_testifi_bucks_green_wall:0","","Ethetic Green Block"
"actuallyadditions:block_testifi_bucks_white_fence","actuallyadditions:block_testifi_bucks_white_fence:0","","Ethetic Quartz Wall"
"actuallyadditions:block_testifi_bucks_white_slab","actuallyadditions:block_testifi_bucks_white_slab:0","","Ethetic Quartz Slab"
"actuallyadditions:block_testifi_bucks_white_stairs","actuallyadditions:block_testifi_bucks_white_stairs:0","","Ethetic Quartz Stairs"
"actuallyadditions:block_testifi_bucks_white_wall","actuallyadditions:block_testifi_bucks_white_wall:0","","Ethetic Quartz"
"actuallyadditions:block_tiny_torch","actuallyadditions:block_tiny_torch:0","","Tiny Torch"
"actuallyadditions:block_treasure_chest","actuallyadditions:block_treasure_chest:0","","Treasure Chest"
"actuallyadditions:block_wild","actuallyadditions:block_wild:0","","Wild Canola"
"actuallyadditions:block_xp_solidifier","actuallyadditions:block_xp_solidifier:0","","Experience Solidifier"
"actuallyadditions:item_bag","actuallyadditions:item_bag:0","","Traveler's Sack"
"actuallyadditions:item_battery","actuallyadditions:item_battery:0","","Single Battery"
